0.00504113, 0.000714446, 0.00200409, 0.00552472, 0.00261119, 0.000516107, 0.00265369, 0.00566152, 0.00393555, 0.00589744, 0.00273704, 0.0023943, 0.00414319, 0.00133736, 0.00268788, 0.00335684, 0.00453987, 0.00213856, 0.00184429, 0.00411014, 0.00254649, 0.00246546, 0.000107024, 0.00492841, 0.00122958, 0.000249152, 0.0020062, 0.00618295, 
0.00154345, 0.000316584, 0.00194433, 0.000976667, 0.00496237, 0.000277494, 0.00343911, 0.00475428, 0.00462348, 0.00580654, 0.00379379, 0.00424269, 0.00337046, 0.00279699, 0.00433242, 0.00239018, 0.00222808, 0.00210587, 0.00385931, 0.00541766, 0.00530503, 0.000754983, 0.00239459, 0.00505343, 0.00549046, 0.00540548, 0.00580269, 0.00124505, 
0.00458548, 0.00352112, 0.00508054, 2.02379e-06, 0.00387531, 0.000947648, 0.00495397, 0.0025723, 0.00133103, 0.00426011, 0.00437133, 0.00199181, 0.00159302, 0.00232374, 0.00195848, 0.0020585, 0.00267605, 0.00375614, 0.00586497, 0.00151067, 0.00276739, 0.000523651, 0.00172135, 0.00484745, 0.00280482, 0.00261613, 0.00585028, 0.00522165, 
0.0034343, 0.00115888, 0.00189383, 0.00538818, 0.00242257, 0.00272858, 0.000297048, 0.0041279, 0.00377454, 0.00512063, 0.00193457, 0.00268592, 0.00350844, 0.00206269, 0.00114669, 0.00330232, 0.00563912, 0.00477883, 0.00525868, 0.000673335, 0.00504312, 0.00579242, 0.00296544, 0.00445503, 0.00629802, 0.00333587, 0.00377865, 0.00270448, 
0.00333322, 0.00171094, 0.00103021, 0.00135847, 0.00237396, 0.00333909, 0.00267051, 0.00107157, 0.00466723, 0.00387633, 0.00370883, 0.00409964, 0.00574229, 0.00347995, 0.00164016, 0.00428417, 0.00232371, 0.00495272, 0.0056543, 0.00180906, 0.00205085, 0.00079588, 0.00431013, 0.000385488, 0.00234593, 0.00317834, 0.00587974, 0.00404575, 
0.00316605, 0.00496965, 0.00306247, 0.0055924, 0.00528668, 0.000777873, 0.00489909, 0.00427889, 0.00377694, 0.00528718, 0.00458969, 0.00326344, 0.00441066, 0.00483135, 0.00241739, 0.00235065, 0.0034592, 0.0055511, 0.00271269, 0.00354971, 0.00499791, 0.00289021, 0.00433157, 0.000857186, 0.00250528, 0.00274806, 0.00264688, 0.00206121, 
0.00322171, 0.000954278, 0.00415423, 0.00593645, 0.00577662, 0.000276797, 0.00485072, 0.000689126, 0.00415525, 0.00211286, 0.00324872, 0.0041775, 0.00345068, 0.00468868, 0.00388446, 0.00467636, 0.00161143, 0.00326723, 0.00535884, 0.00186048, 0.00281414, 0.00510814, 0.00341356, 0.000682708, 0.00246887, 0.00550538, 0.00152295, 0.000828158, 
0.00256669, 0.00239337, 0.00423404, 0.00448999, 0.00596898, 0.00227399, 0.00491048, 0.00273687, 0.00509904, 0.0035984, 0.00217656, 0.00240437, 0.0036018, 0.0023762, 0.00420228, 0.00262368, 0.00210955, 0.00317318, 0.00511549, 0.0048037, 0.00166104, 0.00472788, 0.00106533, 0.00590386, 0.00343322, 0.000901409, 0.00431545, 0.00215627, 
0.000411998, 0.00331061, 0.000857081, 0.00422381, 0.00272294, 0.00513411, 0.00584905, 0.00451847, 0.000615002, 0.00336691, 0.000567, 0.00335993, 0.00561656, 0.00366837, 0.00127459, 0.00452451, 0.00446341, 0.00113049, 0.00141147, 0.00458303, 0.00534681, 0.00308142, 0.000549528, 0.00449858, 0.00433253, 0.00341807, 0.00331105, 0.00523526, 
0.00580637, 0.000281878, 0.000882531, 0.00210429, 0.000212558, 0.00131246, 0.00587708, 0.00592921, 0.00558974, 0.00326229, 0.00296061, 0.00598031, 0.00151964, 0.00541828, 0.0035209, 0.00284393, 0.00238937, 0.000464164, 0.000485126, 0.00387994, 0.00524869, 0.00152101, 0.00368187, 0.00518723, 0.00145446, 0.0019848, 0.00215945, 0.00242833, 
