28402, 192, 23.5383, 
55122, 165, 36.7985, 
23065, 117, 12.5906, 
35748, 77, 47.2117, 
36095, 222, 24.537, 
21251, 102, 17.6722, 
43717, 145, 27.0204, 
28780, 84, 26.8648, 
32220, 78, 39.2015, 
34787, 174, 39.9872, 
23814, 82, 37.9605, 
39376, 130, 35.3763, 
23568, 79, 29.1875, 
23189, 61, 37.5089, 
24023, 177, 20.662, 
53123, 184, 27.8291, 
25981, 80, 29.2883, 
27506, 84, 28.9133, 
37014, 79, 45.1952, 
18225, 62, 20.4515, 
31024, 84, 35.1531, 
32630, 191, 28.4477, 
51563, 185, 30.4923, 
23971, 74, 26.3316, 
35392, 142, 16.7219, 
55696, 105, 67.4171, 
34200, 243, 19.4477, 
31062, 113, 28.1773, 
26849, 63, 43.9031, 
27347, 219, 16.3112, 
29579, 98, 31.7972, 
30649, 153, 13.8036, 
25007, 60, 33.5153, 
45461, 243, 31.3265, 
27596, 91, 33.5204, 
44533, 118, 37.3189, 
27543, 86, 28.1467, 
17180, 62, 17.5344, 
27926, 78, 24.2079, 
20797, 58, 23.3929, 
24209, 278, 8.6926, 
24818, 94, 21.5523, 
23339, 67, 30.7245, 
50882, 195, 20.0702, 
22782, 59, 24.0676, 
29180, 180, 25.463, 
43443, 172, 24.4235, 
38979, 151, 20.8916, 
36662, 81, 49.0969, 
35384, 199, 30.4974, 
27033, 115, 25.7194, 
31962, 80, 48.4158, 
24799, 73, 29.9681, 
41399, 137, 21.2143, 
51816, 116, 43.6071, 
30722, 68, 34.9566, 
37454, 189, 36.1849, 
22572, 143, 13.0612, 
22929, 67, 33.6964, 
56103, 228, 15.7168, 
31777, 79, 33.0306, 
41511, 196, 40.9196, 
41769, 201, 17.5472, 
25670, 73, 27.9426, 
30337, 74, 40.2985, 
32129, 241, 17.4477, 
45061, 143, 30.3508, 
34819, 107, 28.2283, 
34409, 71, 45.6365, 
38906, 196, 36.8584, 
40561, 161, 28.5855, 
28976, 67, 53.0982, 
41414, 198, 34.838, 
33305, 112, 37.6135, 
23859, 99, 19.1454, 
30728, 89, 29.4184, 
17202, 51, 22.9324, 
39297, 241, 23.3431, 
32356, 122, 26.0548, 
30620, 79, 49.3648, 
33443, 204, 26.3508, 
26134, 96, 33.5332, 
23832, 71, 42.8954, 
29182, 116, 22.8852, 
38356, 99, 36.0791, 
35243, 80, 46.3125, 
28845, 165, 33.2156, 
40019, 138, 34.9222, 
41068, 134, 35.1913, 
18585, 69, 21.602, 
21972, 58, 32.3776, 
28393, 178, 27.9643, 
39091, 187, 18.6888, 
31287, 71, 45.8214, 
33926, 189, 29.3712, 
32259, 92, 52.2628, 
41485, 204, 15.0548, 
28617, 70, 38.7156, 
33730, 191, 29.2436, 
36061, 116, 39.1008, 
54781, 197, 23.176, 
25617, 62, 34.0561, 
41377, 205, 35.301, 
35370, 130, 32.1492, 
52807, 170, 27.861, 
19392, 59, 26.0434, 
