28874, 341, 23.5383, 
55362, 320, 36.7985, 
22180, 205, 12.5906, 
35620, 151, 47.2117, 
36240, 389, 24.537, 
21464, 186, 17.6722, 
45302, 258, 27.0204, 
29798, 159, 26.8648, 
31952, 141, 39.2015, 
33274, 293, 39.9872, 
25624, 170, 37.9605, 
39066, 238, 35.3763, 
22628, 137, 29.1875, 
23306, 118, 37.5089, 
25190, 329, 20.662, 
53976, 355, 27.8291, 
27518, 156, 29.2883, 
28110, 151, 28.9133, 
36420, 156, 45.1952, 
19718, 117, 20.4515, 
31368, 139, 35.1531, 
33024, 342, 28.4477, 
51254, 325, 30.4923, 
24554, 147, 26.3316, 
37940, 270, 16.7219, 
60816, 220, 67.4171, 
34688, 422, 19.4477, 
31918, 207, 28.1773, 
27290, 129, 43.9031, 
27634, 394, 16.3112, 
29074, 178, 31.7972, 
31704, 284, 13.8036, 
25732, 124, 33.5153, 
47940, 427, 31.3265, 
29548, 177, 33.5204, 
45132, 356, 37.3189, 
28776, 157, 28.1467, 
17752, 121, 17.5344, 
23240, 126, 24.2079, 
20980, 112, 23.3929, 
25180, 507, 8.6926, 
26472, 176, 21.5523, 
23690, 125, 30.7245, 
50852, 306, 20.0702, 
23094, 117, 24.0676, 
29694, 333, 25.463, 
41852, 303, 24.4235, 
42544, 279, 20.8916, 
37056, 155, 49.0969, 
34496, 338, 30.4974, 
26772, 198, 25.7194, 
31374, 148, 48.4158, 
24102, 134, 29.9681, 
41112, 253, 21.2143, 
51890, 217, 43.6071, 
31516, 140, 34.9566, 
39178, 347, 36.1849, 
24862, 274, 13.0612, 
25314, 180, 33.6964, 
58088, 411, 15.7168, 
31886, 140, 33.0306, 
42088, 346, 40.9196, 
43428, 374, 17.5472, 
24268, 134, 27.9426, 
30418, 137, 40.2985, 
33544, 437, 17.4477, 
43374, 247, 30.3508, 
37420, 203, 28.2283, 
34736, 149, 45.6365, 
39120, 344, 36.8584, 
40016, 270, 28.5855, 
29140, 134, 53.0982, 
42518, 375, 34.838, 
34814, 209, 37.6135, 
24784, 187, 19.1454, 
32336, 172, 29.4184, 
17198, 102, 22.9324, 
44562, 462, 23.3431, 
32342, 203, 26.0548, 
34118, 147, 49.3648, 
35626, 375, 26.3508, 
25528, 165, 33.5332, 
24592, 131, 42.8954, 
28468, 192, 22.8852, 
40202, 194, 36.0791, 
35064, 149, 46.3125, 
30386, 299, 33.2156, 
38104, 252, 34.9222, 
41542, 236, 35.1913, 
18240, 124, 21.602, 
22302, 116, 32.3776, 
29440, 313, 27.9643, 
39658, 335, 18.6888, 
31520, 140, 45.8214, 
36490, 360, 29.3712, 
33060, 170, 52.2628, 
42074, 372, 15.0548, 
29228, 134, 38.7156, 
33202, 337, 29.2436, 
35462, 208, 39.1008, 
57948, 370, 23.176, 
25658, 125, 34.0561, 
41344, 364, 35.301, 
35020, 226, 32.1492, 
53024, 311, 27.861, 
20172, 111, 26.0434, 
30870, 139, 37.7972, 
28858, 389, 17.7679, 
31922, 202, 29.0663, 
28840, 176, 24.8367, 
25182, 123, 36.7117, 
31786, 366, 23.3865, 
38154, 287, 23.1186, 
22482, 127, 29.5804, 
32692, 196, 23.1798, 
20544, 123, 21.8393, 
19600, 120, 19.1658, 
29388, 134, 32.7156, 
31766, 378, 21.5867, 
33352, 188, 37.2372, 
26310, 126, 47.1633, 
33530, 364, 25.6607, 
38364, 341, 17.0293, 
21202, 112, 30.9439, 
47762, 423, 32.1594, 
39904, 275, 24.1658, 
33590, 162, 37.213, 
25512, 124, 33.6977, 
37434, 294, 49.0357, 
29908, 224, 28.8929, 
21830, 114, 44.2423, 
32420, 262, 49.5166, 
29132, 173, 46.0395, 
39326, 225, 40.8814, 
24858, 135, 36.2283, 
19768, 129, 22.6441, 
22206, 115, 32.2079, 
27472, 311, 25.8941, 
34680, 212, 35.9911, 
28686, 161, 32.648, 
28818, 198, 20.0026, 
30796, 173, 23.9707, 
