15237, 131, 23.5383
28068, 124, 36.7985
10868, 72, 12.5906
18088, 64, 47.2117
18169, 134, 24.537
11661, 73, 17.6722
23786, 104, 27.0204
16901, 72, 26.8648
16065, 60, 39.2015
17562, 112, 39.9872
13814, 71, 37.9605
20113, 99, 35.3763
11656, 56, 29.1875
11563, 49, 37.5089
12239, 105, 20.662
25824, 126, 27.8291
13330, 59, 29.2883
13377, 59, 28.9133
19350, 69, 45.1952
9349, 45, 20.4515
15822, 56, 35.1531
16171, 116, 28.4477
25362, 122, 30.4923
12041, 66, 26.3316
18128, 96, 16.7219
28073, 86, 67.4171
17246, 142, 19.4477
15543, 78, 28.1773
13671, 53, 43.9031
13971, 139, 16.3112
14618, 70, 31.7972
15739, 102, 13.8036
12781, 50, 33.5153
23331, 151, 31.3265
13498, 66, 33.5204
22909, 95, 37.3189
14409, 64, 28.1467
9197, 48, 17.5344
13968, 59, 24.2079
10509, 47, 23.3929
12681, 163, 8.6926
12940, 68, 21.5523
10607, 46, 30.7245
23962, 181, 20.0702
17894, 89, 24.0676
10171, 50, 25.463
16343, 75, 24.4235
17901, 80, 20.8916
22201, 73, 49.0969
18123, 124, 30.4974
13659, 76, 25.7194
15628, 62, 48.4158
12706, 57, 29.9681
20942, 98, 21.2143
25868, 91, 43.6071
15745, 60, 34.9566
18495, 121, 36.1849
12454, 98, 13.0612
12298, 57, 33.6964
29697, 155, 15.7168
16081, 58, 33.0306
21413, 71, 40.9196
19382, 184, 17.5472
16995, 80, 27.9426
14935, 60, 40.2985
14964, 77, 17.4477
13665, 54, 30.3508
21188, 145, 28.2283
10955, 50, 45.6365
18901, 131, 36.8584
20202, 106, 28.5855
14880, 67, 53.0982
21350, 139, 34.838
16610, 83, 37.6135
12437, 105, 19.1454
18897, 193, 29.4184
9927, 73, 22.9324
19014, 168, 23.3431
11584, 52, 26.0548
17638, 106, 49.3648
17941, 104, 26.3508
10186, 62, 33.5332
13235, 53, 42.8954
15478, 132, 22.8852
26116, 115, 36.0791
14376, 56, 46.3125
14616, 117, 33.2156
19451, 110, 34.9222
19548, 92, 35.1913
10049, 52, 21.602
11153, 47, 32.3776
14328, 106, 27.9643
20195, 143, 18.6888
16007, 59, 45.8214
17448, 121, 29.3712
17218, 70, 52.2628
21136, 151, 15.0548
14845, 55, 38.7156
17340, 131, 29.2436
17814, 84, 39.1008
28250, 135, 23.176
12772, 51, 34.0561
20345, 142, 35.301
18142, 116, 32.1492
26991, 120, 27.861
9906, 45, 26.0434
15705, 72, 37.7972
14018, 132, 17.7679
16312, 83, 29.0663
14996, 74, 24.8367
12426, 50, 36.7117
14771, 121, 23.3865
18443, 103, 23.1186
10735, 61, 29.5804
16029, 74, 23.1798
10595, 51, 21.8393
9730, 49, 19.1658
14673, 57, 32.7156
15498, 145, 21.5867
16853, 74, 37.2372
12946, 53, 47.1633
16744, 132, 25.6607
18697, 119, 17.0293
10652, 47, 30.9439
23365, 162, 32.1594
20025, 102, 24.1658
17585, 70, 37.213
12817, 52, 33.6977
19098, 108, 49.0357
15695, 102, 28.8929
10703, 48, 44.2423
16186, 97, 49.5166
13966, 71, 46.0395
19447, 87, 40.8814
12890, 58, 36.2283
10478, 53, 22.6441
11298, 50, 32.2079
13428, 123, 25.8941
17803, 122, 35.9911
13753, 68, 32.648
15007, 108, 20.0026
15134, 71, 23.9707
17010, 68, 28.8316
7895, 43, 14.6747
15215, 60, 31.389
13457, 145, 13.8291
13336, 57, 39.7577
15334, 58, 50.1352
12820, 110, 30.9158
30530, 174, 21.4681
10519, 46, 29.8087
19659, 72, 39.0625
13304, 74, 25.6594
11070, 47, 24.7755
12802, 311, 12.5995
12196, 123, 38.6952
17505, 134, 27.0702
10227, 46, 29.8814
20799, 140, 29.8125
19505, 136, 19.5663
12611, 58, 31.5
12513, 52, 32.7551
15775, 98, 44.6977
20245, 103, 38.9005
19952, 101, 28.6314
12197, 55, 39.6926
20036, 203, 27.588
27734, 171, 23.5077
9093, 48, 18.2487
10505, 51, 25.1901
15858, 131, 21.648
12811, 58, 42.2615
15901, 64, 40.2296
21323, 98, 25.3992
11460, 53, 30.3278
16953, 200, 10.4273
13570, 94, 9.88648
14939, 85, 33.2487
12328, 147, 17.0319
12161, 57, 41.5727
12261, 101, 15.3686
13445, 60, 39.4503
18147, 139, 22.9464
12736, 58, 47.4222
12500, 58, 31.5217
12821, 61, 28.9592
17217, 167, 49.6071
16961, 117, 35.1186
12009, 62, 48.1135
18905, 193, 11.6237
10464, 46, 27.3814
18743, 167, 16.4477
12275, 52, 37.9158
19995, 91, 26.9094
14730, 61, 38.5727
28660, 243, 14.463
9118, 58, 24.2232
14069, 92, 38.9554
16711, 118, 24.1901
13354, 53, 48.4528
18585, 101, 69.5242
24610, 205, 41.2423
11352, 81, 15.8648
12916, 98, 11.125
8923, 54, 13
8936, 44, 19.8546
18491, 170, 36.2156
22089, 204, 32.0791
12475, 64, 30.6314
17048, 68, 39.8316
18489, 174, 23.4732
19193, 139, 22.5344
17423, 120, 38.9668
17318, 200, 20.1046
12297, 62, 39.3291
11136, 94, 40.6327
15303, 141, 31.1824
18772, 201, 34.1837
21040, 161, 23.6467
11086, 56, 30.5179
12044, 54, 32.0906
21649, 236, 39.625
13785, 56, 67.4503
14716, 113, 30.2066
12598, 121, 8.79337
20719, 107, 33.2232
18450, 93, 44.8367
16144, 207, 15.8622
10825, 120, 15.7219
12695, 93, 15.5255
11834, 96, 28.2232
16153, 192, 20.6531
14214, 65, 38.3839
12616, 53, 42.3469
14273, 77, 19.4184
14422, 67, 23.5829
14185, 54, 34.324
17561, 133, 26.602
15864, 97, 32.0064
11301, 74, 14.9885
10689, 51, 31.4668
18873, 115, 37.8342
18534, 98, 47.6901
24322, 124, 25.5574
22283, 105, 20.9668
19675, 81, 24.9528
21685, 73, 48.2309
20314, 139, 29.0446
13679, 78, 43.014
17020, 87, 23.4605
15750, 60, 45.2334
15367, 163, 11.6671
11743, 50, 37.6097
16876, 154, 22.6964
14362, 80, 21.6212
16136, 81, 22.8189
12373, 50, 32.6454
17840, 119, 32.375
15226, 73, 44.5357
22128, 111, 38.2436
20461, 85, 33.5013
18166, 83, 23.5459
10794, 47, 26.3865
14797, 115, 24.4056
21787, 129, 24.1645
10325, 54, 22.5587
16090, 59, 47.0957
12897, 111, 21.7577
19674, 207, 37.8992
17592, 88, 29.9426
12197, 54, 35.023
14860, 99, 42.3814
13068, 108, 14.7934
14350, 62, 35.9898
15671, 62, 41.1671
11222, 47, 32.6008
13080, 129, 19.9809
15737, 67, 47.9158
14438, 66, 39.1263
12850, 122, 11.9209
13234, 84, 35.1531
16515, 121, 33.3686
18106, 100, 25.3138
26999, 175, 18.0727
13253, 56, 28.0867
14781, 56, 32.8814
15654, 121, 29.6798
39773, 217, 38.139
10034, 51, 20.0957
16780, 81, 24.3878
16070, 60, 38.5089
22035, 185, 37.4222
18333, 136, 35.7538
13681, 105, 39.7844
10501, 47, 34.0102
21292, 204, 30.1467
13100, 55, 54.6709
19668, 142, 35.9515
20866, 125, 37.4184
12917, 63, 32.6301
18525, 116, 22.2398
15555, 59, 40.8941
12503, 123, 16.1046
24310, 131, 19.9324
12026, 54, 31.5038
26576, 285, 40.0855
21503, 110, 27.7526
14469, 71, 24.7258
12706, 52, 36.4056
17811, 194, 22.8418
13310, 130, 23.463
22406, 125, 72.2602
14634, 96, 42.2844
23536, 119, 32.1696
12247, 79, 18.875
13777, 53, 39.6952
16635, 207, 28.1314
26215, 232, 28.736
12371, 53, 39.6633
22672, 274, 38.4286
18682, 108, 20.6352
15644, 75, 24.4311
11083, 52, 32.4643
15038, 117, 25.0548
21656, 118, 24.4898
15369, 75, 23.6378
15459, 78, 28.0625
19254, 69, 46.4439
16999, 174, 30.1735
12794, 124, 20.3992
11661, 80, 16.4911
15284, 69, 26.102
8650, 47, 16.949
15731, 65, 28.7015
11365, 53, 25.4413
15029, 126, 23.8597
17791, 102, 36.2245
16088, 78, 25.2895
16167, 62, 47.0753
19191, 130, 29.9758
15724, 112, 29.1288
25607, 158, 17.2526
7146, 39, 17.4311
18786, 246, 36.8393
19317, 221, 31.0804
10935, 106, 22.5893
11266, 58, 36.3712
17520, 151, 48.2589
13466, 141, 18.6824
17964, 190, 24.6824
14702, 175, 22.6046
15092, 61, 39.8916
22693, 174, 44.3916
12768, 52, 61.1327
12506, 123, 15.7781
18914, 86, 34.3048
12370, 97, 39.9439
12448, 395, 9.62755
27981, 302, 20.1773
15077, 57, 36.6441
32397, 188, 32.75
13455, 59, 37.301
20211, 87, 30.8202
21370, 110, 23.8495
14297, 55, 34.3929
14322, 120, 27.7066
22355, 108, 31.6467
22351, 113, 30.764
12187, 56, 25.8622
12011, 58, 24.1849
10830, 49, 24.8992
15261, 59, 34.227
22380, 146, 30.4222
18555, 78, 41.2092
15564, 71, 31.7219
10665, 46, 33.8776
14635, 185, 24.0753
12784, 198, 13.1849
10772, 119, 13.8087
11047, 101, 27.3316
24608, 174, 35.4005
19348, 87, 24.0115
19539, 67, 40.2653
15776, 212, 16.3457
11629, 82, 39.1582
12472, 120, 11.8967
11689, 50, 28.3048
21335, 216, 20.0663
12959, 131, 15.051
11137, 52, 32.3151
19618, 70, 51.8125
18062, 216, 40.3329
12972, 152, 26.6033
13563, 199, 15.6709
17193, 184, 20.8929
15701, 128, 37.7768
19707, 266, 38.4528
13807, 166, 26.2538
17314, 267, 25.0651
15568, 120, 32.6569
16257, 130, 42.8559
17154, 280, 27.8903
25410, 230, 35.9222
19093, 202, 29.639
13363, 103, 29.4566
16970, 117, 45.1365
18303, 232, 55.574
11625, 112, 46.7679
17175, 149, 35.6084
12712, 147, 19.3406
12881, 132, 27.3036
12496, 106, 20.8125
22617, 164, 54.2538
17656, 233, 41.9847
20019, 633, 24.3929
13677, 69, 25.4439
10763, 77, 19.6658
10093, 47, 28.2245
12587, 54, 32.9936
12305, 231, 12.6531
23223, 601, 17.7092
18776, 1348, 31.9171
12283, 50, 29.9783
18969, 130, 33.6454
13587, 86, 35.3048
21257, 98, 35.6046
15516, 76, 23.2564
9465, 63, 13.838
12767, 52, 30.7691
21544, 157, 31.2895
13232, 93, 15.9401
21765, 98, 26.1671
17168, 77, 23.7653
14956, 60, 28.5179
11127, 51, 24.6173
18307, 126, 34.6696
18425, 106, 30.3992
17578, 65, 62.7908
13771, 114, 23.1365
13756, 78, 24.3099
19531, 81, 70.8125
12934, 93, 33.963
16028, 78, 39.5051
19534, 120, 17.8329
13286, 55, 33.9732
18633, 84, 29.8125
17572, 66, 42.1531
21852, 150, 42.4286
12461, 64, 38.162
12917, 57, 52.2168
13336, 60, 48.3992
17095, 103, 51
24473, 194, 26.8393
23380, 135, 33.6224
12362, 76, 29.2628
8787, 41, 21.1403
18443, 157, 19.6569
13894, 76, 28.986
14171, 62, 32.9426
11921, 50, 34.9005
20848, 152, 25.1875
20165, 81, 48.3125
15840, 76, 57.6684
17281, 103, 45.7934
20458, 100, 37.7679
14639, 157, 46.5242
15622, 94, 33.8304
16414, 79, 35.8189
14233, 88, 41.162
18913, 179, 39.0064
16877, 86, 33.3138
13505, 221, 18.514
14128, 65, 32.4668
13417, 107, 10.139
22549, 105, 46.5204
27528, 149, 51.3712
12923, 84, 19.2972
22629, 109, 31.727
15721, 77, 24.8444
12257, 60, 28.9362
9284, 55, 13.6913
12880, 54, 28.8138
25904, 193, 25.5625
29099, 160, 16.5064
11132, 48, 24.4592
12510, 102, 29.8929
29421, 146, 33.3061
18120, 91, 31.1862
15004, 72, 23.7755
10925, 73, 12.4923
16147, 66, 26.8202
12310, 52, 27.4643
20854, 139, 35.6314
17468, 74, 47.8227
12709, 61, 33.6288
16596, 61, 59.7347
17076, 160, 26.0102
19227, 105, 23.8546
11869, 54, 31.0944
14919, 131, 16.2883
18187, 108, 44.1594
23929, 383, 45.0548
22959, 121, 29.8457
15989, 69, 51.5765
11775, 147, 11.0472
10095, 48, 37.0204
11385, 268, 13.324
16857, 125, 32.1008
11612, 63, 31.7577
10651, 52, 27.5038
12285, 58, 32.4617
16442, 192, 19.1135
21461, 110, 26.3074
15619, 58, 50.1033
20439, 182, 49.051
15980, 129, 19.1633
22668, 159, 31.9324
11496, 84, 33.0446
19236, 237, 28.5855
18214, 208, 25.1594
17870, 167, 24.4668
12411, 182, 22.2717
13113, 178, 32.0944
16484, 117, 17.6811
17725, 94, 28.8954
18094, 86, 34.986
15558, 108, 38.5625
17473, 75, 56.4911
30427, 157, 29.1569
9105, 51, 18.8074
11930, 127, 25.7245
13735, 72, 23.7423
11776, 50, 26.7296
19954, 243, 35.8686
13520, 2458, 35.4745
22393, 3934, 33.1327
25531, 870, 24.088
7709, 126, 17.3673
15941, 72, 21.4707
24302, 83, 49.8342
19144, 417, 37.0013
17662, 294, 34.8469
26105, 162, 16.3916
23427, 96, 24.912
16766, 95, 34.5038
14709, 125, 27.6492
12977, 65, 36.0727
17986, 89, 35.4668
13383, 143, 28.9987
15323, 66, 49.4745
17315, 180, 20.0906
20111, 968, 23.5804
17596, 111, 50.801
22354, 171, 40.7296
17152, 92, 30.5179
17574, 107, 21.1505
16260, 229, 47.1097
19006, 478, 35.0842
16389, 720, 30.6161
18544, 1843, 50.4783
11744, 97, 21.9426
15975, 115, 31.0957
18485, 122, 21.7411
12701, 53, 28.0102
15392, 116, 27.3635
19268, 104, 28.875
16998, 104, 18.3457
10702, 55, 21.9107
12507, 52, 33.1492
25985, 169, 28.4974
14257, 66, 37.2755
15636, 75, 29.6926
11292, 71, 36.5651
17978, 155, 34.4005
18539, 123, 28.5676
11345, 49, 39.0485
13198, 56, 42.1888
15346, 118, 26.4018
20142, 99, 30.8571
13011, 212, 23.9452
15728, 123, 51.2513
17791, 976, 39.5918
20120, 841, 22.1926
15438, 113, 33.0957
12004, 90, 19.889
11617, 80, 23.7181
11339, 105, 27.7857
17376, 259, 44.0676
19634, 219, 38.4133
19296, 294, 18.6263
15002, 67, 43.4133
17173, 264, 31.4528
9128, 65, 44.4464
16083, 133, 30.8316
12798, 82, 36.1952
17687, 84, 29.1671
13148, 152, 36.9375
15704, 233, 36.3661
11894, 112, 31.7398
18810, 162, 36.0548
13958, 80, 26.4082
17776, 92, 29.4439
20229, 98, 46.0013
11968, 596, 29.3138
12902, 465, 30.9515
15645, 324, 25.8431
15689, 129, 32.1645
18417, 122, 32.3253
13258, 112, 33.8291
17376, 114, 25.6811
12768, 123, 33.5523
18972, 232, 47.2015
21156, 149, 41.0102
16748, 248, 17.6263
15037, 184, 16.7615
10975, 68, 26.3329
18982, 225, 26.2474
21310, 195, 38.1645
11390, 86, 36.625
13155, 252, 38.3253
13165, 200, 33.3661
18990, 350, 28.736
14212, 236, 32.5855
10862, 142, 35.3954
15501, 183, 23.8367
16681, 250, 47.2679
13027, 271, 31.3737
21238, 566, 23.5191
20948, 263, 27.7003
20191, 111, 26.3227
11918, 192, 22.0344
20545, 161, 42.3444
17617, 646, 41.0408
20775, 204, 32.2997
16742, 178, 37.5995
18126, 260, 27.3827
16731, 208, 22.9605
14216, 98, 32.0982
19768, 234, 26.0816
15794, 78, 32.5281
15512, 223, 22.5765
15588, 175, 37.3074
22369, 186, 35.4528
20688, 110, 34.5472
11675, 50, 33.9324
15437, 98, 39.9401
22756, 139, 22.5536
13287, 90, 17.5702
20950, 96, 55.3852
17342, 404, 17.0753
13464, 170, 23.8584
12333, 69, 39.8584
11969, 229, 18.4426
26105, 272, 30.111
23126, 264, 40.2793
19844, 80, 57.6199
18029, 128, 47.5893
15930, 209, 39.2105
23492, 142, 35.3814
11941, 56, 38.8457
18399, 282, 24.7079
15109, 125, 31.199
15143, 357, 27.3202
10340, 193, 17.9962
17530, 139, 33.0472
17893, 101, 47.5791
13825, 206, 20.0434
19707, 215, 11.9069
14933, 105, 26.8342
9805, 69, 22.0918
18849, 196, 28.1952
27169, 297, 38.6875
11566, 106, 16.7028
16048, 115, 46.4209
17711, 164, 32.4579
12971, 191, 15.6773
13382, 77, 38.273
17147, 96, 49.2934
18810, 162, 35.7513
18205, 146, 23.0574
12855, 69, 41.4758
19474, 170, 38.2793
14239, 160, 14.3138
12261, 93, 20.6263
16571, 81, 38.2819
14815, 92, 30.2526
13543, 74, 32.8125
18290, 245, 25.6071
12751, 82, 31.2398
17994, 145, 15.5051
13885, 72, 36.4184
25188, 230, 41.2474
24313, 165, 27.0089
12183, 72, 39.4656
22573, 205, 31.2946
13159, 121, 14.8929
13733, 115, 14.3788
12188, 65, 30.0153
23431, 205, 31.4107
17158, 175, 24.6684
16760, 116, 20.1645
22605, 121, 59.4758
13884, 158, 25.227
23234, 169, 29.6237
10536, 70, 34.3125
14432, 168, 24.6378
20410, 138, 25.7245
11011, 108, 34.3151
14351, 85, 30.5013
15001, 72, 39.4809
17724, 135, 47.9107
16615, 109, 42.1416
17238, 118, 31.9923
15186, 99, 27.8737
17567, 111, 31.4732
17291, 74, 45.3444
13555, 177, 16.3418
23099, 133, 35.3622
12705, 78, 40.8176
26428, 193, 47.0459
30553, 173, 38.2628
17764, 106, 32.2883
12358, 76, 34.2934
