28656, 136, 23.5383, 
54225, 125, 36.7985, 
22569, 78, 12.5906, 
35535, 66, 47.2117, 
35880, 147, 24.537, 
20816, 68, 17.6722, 
45147, 100, 27.0204, 
30199, 64, 26.8648, 
31568, 52, 39.2015, 
33347, 125, 39.9872, 
26292, 68, 37.9605, 
38305, 87, 35.3763, 
22510, 59, 29.1875, 
22724, 45, 37.5089, 
24178, 116, 20.662, 
51215, 131, 27.8291, 
27274, 60, 29.2883, 
26861, 65, 28.9133, 
37196, 67, 45.1952, 
19935, 48, 20.4515, 
31297, 63, 35.1531, 
32382, 131, 28.4477, 
51350, 130, 30.4923, 
24182, 64, 26.3316, 
36103, 104, 16.7219, 
54995, 88, 67.4171, 
34721, 156, 19.4477, 
30040, 80, 28.1773, 
26459, 55, 43.9031, 
28381, 147, 16.3112, 
28652, 71, 31.7972, 
29586, 104, 13.8036, 
24935, 44, 33.5153, 
46101, 193, 31.3265, 
27094, 65, 33.5204, 
43065, 83, 37.3189, 
26509, 58, 28.1467, 
17449, 50, 17.5344, 
25299, 51, 24.2079, 
20603, 49, 23.3929, 
23526, 176, 8.6926, 
23173, 60, 21.5523, 
23100, 53, 30.7245, 
48275, 113, 20.0702, 
22992, 46, 24.0676, 
23993, 48, 25.463, 
37415, 147, 24.4235, 
41560, 119, 20.8916, 
32967, 58, 49.0969, 
35632, 131, 30.4974, 
26099, 76, 25.7194, 
27616, 56, 48.4158, 
25087, 55, 29.9681, 
40712, 93, 21.2143, 
52572, 89, 43.6071, 
30515, 57, 34.9566, 
38973, 133, 36.1849, 
23636, 103, 13.0612, 
23987, 58, 33.6964, 
55702, 149, 15.7168, 
31687, 61, 33.0306, 
41218, 131, 40.9196, 
41540, 151, 17.5472, 
24325, 50, 27.9426, 
30081, 59, 40.2985, 
33085, 157, 17.4477, 
43544, 100, 30.3508, 
33256, 76, 28.2283, 
33789, 61, 45.6365, 
37931, 130, 36.8584, 
37351, 100, 28.5855, 
28550, 50, 53.0982, 
39785, 132, 34.838, 
31752, 75, 37.6135, 
23633, 74, 19.1454, 
35843, 83, 29.4184, 
18577, 47, 22.9324, 
36386, 106, 23.3431, 
23129, 56, 26.0548, 
33804, 116, 49.3648, 
36667, 108, 26.3508, 
19803, 50, 33.5332, 
25961, 48, 42.8954, 
29989, 131, 22.8852, 
51480, 109, 36.0791, 
27859, 45, 46.3125, 
28624, 102, 33.2156, 
39125, 93, 34.9222, 
41154, 89, 35.1913, 
18268, 51, 21.602, 
21929, 46, 32.3776, 
26818, 118, 27.9643, 
39421, 132, 18.6888, 
30866, 54, 45.8214, 
34483, 125, 29.3712, 
35089, 76, 52.2628, 
39708, 133, 15.0548, 
28922, 60, 38.7156, 
34137, 125, 29.2436, 
35863, 86, 39.1008, 
54475, 151, 23.176, 
25204, 48, 34.0561, 
40502, 140, 35.301, 
35044, 87, 32.1492, 
54294, 134, 27.861, 
21331, 52, 26.0434, 
30656, 65, 37.7972, 
27010, 136, 17.7679, 
33119, 88, 29.0663, 
28558, 77, 24.8367, 
24660, 50, 36.7117, 
28352, 135, 23.3865, 
36079, 108, 23.1186, 
22574, 52, 29.5804, 
31780, 80, 23.1798, 
20528, 55, 21.8393, 
19400, 42, 19.1658, 
28668, 56, 32.7156, 
29898, 139, 21.5867, 
32143, 76, 37.2372, 
25222, 46, 47.1633, 
34351, 144, 25.6607, 
36851, 131, 17.0293, 
20791, 52, 30.9439, 
46069, 156, 32.1594, 
37914, 104, 24.1658, 
35321, 73, 37.213, 
22619, 44, 33.6977, 
35332, 103, 49.0357, 
29866, 86, 28.8929, 
21054, 50, 44.2423, 
31709, 104, 49.5166, 
25901, 58, 46.0395, 
36556, 81, 40.8814, 
24293, 54, 36.2283, 
19427, 52, 22.6441, 
21643, 47, 32.2079, 
25713, 112, 25.8941, 
34132, 87, 35.9911, 
25860, 52, 32.648, 
27864, 76, 20.0026, 
29746, 72, 23.9707, 
33604, 61, 28.8316, 
16473, 48, 14.6747, 
30100, 54, 31.389, 
26566, 155, 13.8291, 
26610, 53, 39.7577, 
30245, 57, 50.1352, 
26136, 109, 30.9158, 
58969, 186, 21.4681, 
20430, 43, 29.8087, 
53123, 161, 39.0625, 
38478, 105, 25.6594, 
23716, 58, 24.7755, 
23397, 95, 12.5995, 
31207, 52, 38.6952, 
39055, 160, 27.0702, 
23223, 59, 29.8814, 
36883, 82, 29.8125, 
33767, 91, 19.5663, 
25484, 56, 31.5, 
32712, 120, 32.7551, 
24516, 50, 44.6977, 
38629, 88, 38.9005, 
38000, 92, 28.6314, 
26567, 52, 39.6926, 
38366, 144, 27.588, 
53436, 149, 23.5077, 
21325, 57, 18.2487, 
20738, 55, 25.1901, 
20241, 53, 21.648, 
37059, 67, 42.2615, 
40738, 122, 40.2296, 
45548, 117, 25.3992, 
25619, 56, 30.3278, 
38237, 126, 10.4273, 
23100, 74, 9.88648, 
35620, 51, 33.2487, 
24420, 134, 17.0319, 
25272, 52, 41.5727, 
24907, 82, 15.3686, 
26701, 51, 39.4503, 
33167, 139, 22.9464, 
25584, 58, 47.4222, 
23372, 49, 31.5217, 
25287, 64, 28.9592, 
33486, 53, 49.6071, 
32433, 109, 35.1186, 
21413, 54, 48.1135, 
36371, 151, 11.6237, 
20057, 52, 27.3814, 
37771, 176, 16.4477, 
23907, 51, 37.9158, 
39441, 96, 26.9094, 
28624, 58, 38.5727, 
56613, 248, 14.463, 
17792, 45, 24.2232, 
27868, 100, 38.9554, 
32328, 102, 24.1901, 
26238, 54, 48.4528, 
39019, 99, 69.5242, 
48396, 127, 41.2423, 
21592, 76, 15.8648, 
25338, 92, 11.125, 
18576, 59, 13, 
17326, 39, 19.8546, 
36322, 123, 36.2156, 
40316, 91, 32.0791, 
23948, 65, 30.6314, 
33174, 71, 39.8316, 
37062, 92, 23.4732, 
37009, 79, 22.5344, 
33781, 55, 38.9668, 
33507, 143, 20.1046, 
22933, 58, 39.3291, 
21984, 48, 40.6327, 
27753, 106, 31.1824, 
38953, 99, 34.1837, 
41924, 115, 23.6467, 
21856, 46, 30.5179, 
23440, 51, 32.0906, 
42624, 135, 39.625, 
27498, 52, 67.4503, 
29110, 118, 30.2066, 
24667, 130, 8.79337, 
40593, 76, 33.2232, 
37073, 61, 44.8367, 
31441, 170, 15.8622, 
20909, 79, 15.7219, 
24922, 75, 15.5255, 
22685, 44, 28.2232, 
30831, 132, 20.6531, 
29936, 79, 38.3839, 
25477, 61, 42.3469, 
29456, 120, 19.4184, 
29762, 79, 23.5829, 
27201, 56, 34.324, 
32907, 201, 26.602, 
31288, 95, 32.0064, 
22090, 88, 14.9885, 
21075, 54, 31.4668, 
37868, 167, 37.8342, 
37076, 116, 47.6901, 
48340, 181, 25.5574, 
44248, 139, 20.9668, 
41151, 178, 24.9528, 
41947, 76, 48.2309, 
39610, 159, 29.0446, 
28871, 61, 43.014, 
32347, 83, 23.4605, 
30408, 63, 45.2334, 
29862, 460, 11.6671, 
22985, 326, 37.6097, 
33248, 460, 22.6964, 
30781, 234, 21.6212, 
30273, 75, 22.8189, 
24158, 114, 32.6454, 
34137, 161, 32.375, 
27360, 515, 44.5357, 
44320, 200, 38.2436, 
39371, 226, 33.5013, 
35426, 146, 23.5459, 
21291, 62, 26.3865, 
29761, 139, 24.4056, 
39918, 115, 24.1645, 
20077, 50, 22.5587, 
31706, 96, 47.0957, 
24336, 1009, 21.7577, 
38527, 140, 37.8992, 
36468, 121, 29.9426, 
23594, 75, 35.023, 
27970, 117, 42.3814, 
25265, 578, 14.7934, 
27103, 351, 35.9898, 
31440, 58, 41.1671, 
22150, 43, 32.6008, 
24175, 317, 19.9809, 
27562, 70, 47.9158, 
29131, 131, 39.1263, 
25051, 122, 11.9209, 
25763, 51, 35.1531, 
32338, 204, 33.3686, 
34536, 101, 25.3138, 
53503, 288, 18.0727, 
24653, 79, 28.0867, 
28522, 61, 32.8814, 
31333, 210, 29.6798, 
77933, 302, 38.139, 
19759, 53, 20.0957, 
33676, 73, 24.3878, 
30949, 57, 38.5089, 
41655, 208, 37.4222, 
35161, 95, 35.7538, 
27230, 122, 39.7844, 
20596, 87, 34.0102, 
38096, 152, 30.1467, 
22021, 169, 54.6709, 
38509, 152, 35.9515, 
39925, 241, 37.4184, 
24549, 117, 32.6301, 
36047, 234, 22.2398, 
30539, 105, 40.8941, 
24794, 332, 16.1046, 
47085, 613, 19.9324, 
23264, 57, 31.5038, 
48219, 372, 40.0855, 
42578, 187, 27.7526, 
29323, 136, 24.7258, 
24096, 51, 36.4056, 
34791, 166, 22.8418, 
25324, 75, 23.463, 
44257, 72, 72.2602, 
27761, 95, 42.2844, 
45358, 141, 32.1696, 
23248, 73, 18.875, 
26621, 68, 39.6952, 
33684, 235, 28.1314, 
52250, 281, 28.736, 
24081, 92, 39.6633, 
43573, 265, 38.4286, 
36325, 155, 20.6352, 
30088, 118, 24.4311, 
22103, 75, 32.4643, 
21222, 70, 25.0548, 
27053, 82, 24.4898, 
20782, 67, 23.6378, 
41064, 195, 28.0625, 
21599, 56, 46.4439, 
33365, 135, 30.1735, 
24496, 113, 20.3992, 
23167, 135, 16.4911, 
28142, 193, 26.102, 
17016, 73, 16.949, 
31169, 77, 28.7015, 
22159, 55, 25.4413, 
28311, 207, 23.8597, 
34316, 115, 36.2245, 
31723, 123, 25.2895, 
31483, 80, 47.0753, 
37786, 168, 29.9758, 
30524, 108, 29.1288, 
48232, 146, 17.2526, 
14534, 41, 17.4311, 
31833, 51, 36.8393, 
37477, 151, 31.0804, 
24464, 75, 22.5893, 
21644, 54, 36.3712, 
29009, 57, 48.2589, 
25733, 142, 18.6824, 
37893, 111, 24.6824, 
31117, 82, 22.6046, 
29598, 71, 39.8916, 
42985, 150, 44.3916, 
27151, 82, 61.1327, 
26940, 117, 15.7781, 
26267, 62, 34.3048, 
29815, 60, 39.9439, 
24679, 203, 9.62755, 
55842, 154, 20.1773, 
29875, 57, 36.6441, 
64091, 220, 32.75, 
25650, 59, 37.301, 
41562, 102, 30.8202, 
42009, 106, 23.8495, 
30016, 69, 34.3929, 
27962, 143, 27.7066, 
40775, 143, 31.6467, 
44667, 94, 30.764, 
24240, 58, 25.8622, 
23019, 63, 24.1849, 
20960, 54, 24.8992, 
29834, 68, 34.227, 
45493, 192, 30.4222, 
36876, 85, 41.2092, 
33049, 95, 31.7219, 
20591, 47, 33.8776, 
30483, 137, 24.0753, 
25134, 122, 13.1849, 
20337, 86, 13.8087, 
23010, 70, 27.3316, 
41873, 67, 35.4005, 
38817, 89, 24.0115, 
38076, 66, 40.2653, 
30775, 193, 16.3457, 
22547, 51, 39.1582, 
23737, 96, 11.8967, 
20788, 54, 28.3048, 
41799, 247, 20.0663, 
26624, 122, 15.051, 
21920, 54, 32.3151, 
38840, 74, 51.8125, 
33912, 364, 40.3329, 
24806, 108, 26.6033, 
26027, 90, 15.6709, 
34094, 139, 20.8929, 
30270, 52, 37.7768, 
39815, 144, 38.4528, 
28299, 271, 26.2538, 
32085, 77, 25.0651, 
29947, 63, 32.6569, 
31905, 834, 42.8559, 
31722, 171, 27.8903, 
52789, 123, 35.9222, 
33766, 89, 29.639, 
27117, 823, 29.4566, 
32819, 81, 45.1365, 
34394, 112, 55.574, 
21704, 50, 46.7679, 
34137, 91, 35.6084, 
24882, 75, 19.3406, 
25262, 60, 27.3036, 
23736, 238, 20.8125, 
44264, 674, 54.2538, 
34501, 125, 41.9847, 
37780, 123, 24.3929, 
27945, 844, 25.4439, 
20813, 68, 19.6658, 
21323, 55, 28.2245, 
24492, 50, 32.9936, 
24245, 163, 12.6531, 
42990, 1140, 17.7092, 
37216, 83, 31.9171, 
24434, 51, 29.9783, 
37844, 129, 33.6454, 
27477, 64, 35.3048, 
41514, 1133, 35.6046, 
31921, 84, 23.2564, 
20876, 65, 13.838, 
25075, 57, 30.7691, 
42019, 1163, 31.2895, 
25650, 87, 15.9401, 
43114, 100, 26.1671, 
30978, 74, 23.7653, 
29050, 57, 28.5179, 
23503, 57, 24.6173, 
