2706, 33
5959, 49
2630, 40
12236, 57
7676, 63
6315, 62
11302, 81
12267, 78
19679, 88
22127, 70
15896, 62
4030, 43
4658, 40
7872, 45
5275, 41
8654, 54
10597, 74
11761, 78
20572, 94
10161, 55
19550, 84
17417, 64
19950, 67
18565, 68
9354, 50
7734, 67
3098, 49
5874, 48
11436, 57
5030, 42
11416, 49
5568, 44
15102, 55
15828, 64
18596, 63
22641, 65
18257, 61
8741, 44
2732, 44
3854, 41
1843, 35
5593, 49
9438, 54
7271, 42
9776, 47
11804, 55
12499, 69
11547, 66
20449, 86
3506, 54
4088, 59
10250, 75
8036, 72
6546, 58
15580, 104
14216, 91
16472, 92
6536, 59
18842, 84
9431, 63
21637, 106
19633, 87
1984, 42
4606, 50
8633, 57
4546, 52
9430, 75
10015, 73
18729, 78
16741, 71
14584, 74
20549, 84
3945, 46
6079, 58
4102, 43
7581, 59
7092, 56
8507, 51
10606, 60
22635, 88
13426, 76
18741, 82
17691, 80
2538, 48
5872, 55
9768, 58
8672, 65
10675, 64
12642, 78
8684, 57
14688, 80
14116, 91
10355, 78
19385, 96
3373, 46
8509, 68
3206, 44
10101, 65
9054, 61
14177, 85
9495, 59
15606, 73
17901, 93
17827, 61
16876, 62
17081, 72
18581, 74
2006, 42
4689, 43
5234, 45
9755, 46
7256, 40
8256, 48
11996, 57
10546, 49
10966, 53
10516, 44
19863, 60
10006, 47
4253, 42
7607, 54
5449, 56
4474, 51
9664, 55
11498, 89
9870, 68
17027, 67
17147, 65
18845, 63
3242, 35
7154, 45
10501, 52
12093, 58
12826, 53
13017, 54
9145, 45
14739, 50
13093, 49
19960, 69
19761, 57
13010, 47
16799, 57
21747, 68
11802, 55
18320, 58
1526, 35
6473, 41
10633, 45
8088, 42
6749, 39
10693, 45
15943, 57
11626, 51
12503, 51
6935, 41
23475, 61
12493, 46
3485, 35
4875, 38
4162, 37
8341, 43
10204, 46
16108, 57
15947, 54
13130, 47
19894, 57
15340, 52
14406, 49
11933, 46
17738, 54
11480, 51
4716, 38
6519, 43
5383, 41
7835, 42
3246, 36
3524, 36
13478, 48
7850, 41
20695, 64
8574, 43
16635, 51
2553, 36
7681, 41
6628, 46
7616, 57
15259, 74
12578, 78
19572, 90
5382, 44
13830, 54
9069, 51
23026, 76
12393, 58
4334, 40
2377, 38
5189, 40
10236, 49
7429, 46
17321, 64
19565, 68
4703, 43
2582, 39
2364, 39
3334, 40
6245, 43
13041, 60
13088, 56
14026, 55
20083, 63
13055, 70
13818, 62
25455, 86
10012, 45
4445, 38
6528, 42
6608, 41
8943, 45
7135, 40
11053, 48
13223, 48
18076, 56
23618, 60
3367, 36
1401, 33
7020, 43
11657, 47
4906, 40
5665, 54
6158, 48
12938, 60
10559, 53
21470, 67
17654, 55
2201, 33
3807, 37
7363, 56
6942, 47
10055, 48
5404, 41
12885, 51
17225, 60
24112, 66
9899, 45
2383, 33
4045, 36
10081, 46
7499, 44
13354, 58
8399, 46
18325, 57
5331, 41
19098, 59
12671, 48
13098, 49
14931, 49
15951, 54
3690, 36
7247, 42
8041, 42
8652, 43
7305, 43
9245, 50
10082, 54
10947, 54
11385, 47
18006, 55
2518, 36
6221, 40
6430, 44
9207, 45
12960, 50
5296, 39
14755, 55
18866, 59
16541, 54
11163, 45
19959, 56
4257, 36
1985, 33
7558, 44
8675, 44
7867, 41
6486, 39
11546, 46
15037, 54
15152, 56
21228, 61
12182, 47
16079, 54
18979, 55
4248, 37
5787, 42
8414, 46
8932, 43
9355, 44
19560, 57
14779, 54
17104, 53
16570, 58
12432, 50
17030, 53
1849, 33
3197, 35
6638, 41
10446, 49
8687, 45
8889, 46
14791, 52
10445, 47
11734, 47
27569, 67
4689, 38
5159, 46
3996, 44
10366, 46
8656, 62
10427, 60
16163, 54
17427, 53
10458, 49
13741, 49
19514, 59
16294, 56
17375, 57
17830, 57
22487, 70
27540, 68
3346, 35
3370, 36
3479, 36
6852, 43
5218, 44
10225, 54
10292, 54
10956, 49
18420, 59
14099, 50
28670, 71
13755, 50
3275, 38
2815, 34
3730, 36
9389, 47
9400, 44
8152, 42
14724, 52
21892, 63
9432, 44
13829, 51
13662, 50
18405, 54
5101, 38
9958, 51
3319, 38
8916, 51
12429, 49
3418, 36
8186, 42
16636, 54
16378, 54
20588, 62
18751, 61
15626, 55
24095, 63
14696, 50
3567, 36
4936, 38
5353, 43
6299, 43
7546, 45
12269, 57
12512, 55
18759, 64
16261, 56
18919, 57
14483, 51
8582, 43
9613, 46
20307, 59
19638, 61
2768, 37
6495, 54
3471, 57
10200, 69
3741, 42
10071, 58
8239, 63
6864, 56
16385, 76
20107, 69
4579, 39
4279, 47
3321, 44
5600, 58
11722, 68
13702, 59
10640, 53
11568, 52
16442, 59
24058, 70
11995, 52
4044, 39
4817, 41
6190, 42
11656, 55
17418, 70
16821, 60
14621, 57
8876, 50
13708, 54
11675, 51
22776, 69
4743, 40
3950, 44
5423, 41
5157, 41
8598, 45
11893, 49
5175, 40
8111, 43
16145, 52
16724, 57
20273, 63
23026, 68
17626, 57
2622, 37
2170, 35
6587, 42
8203, 45
4920, 41
9521, 49
9779, 61
13051, 72
12349, 77
19193, 81
18362, 58
28392, 74
2606, 38
3952, 47
14918, 79
8950, 61
12042, 76
6346, 54
13729, 66
13541, 54
21368, 63
23513, 102
16347, 90
5905, 51
7966, 52
10613, 46
6944, 40
10286, 45
10422, 44
8786, 51
9108, 59
14637, 72
18224, 95
21052, 68
11791, 50
5390, 60
9326, 79
9656, 79
9724, 79
14407, 81
12198, 67
14670, 78
18987, 76
19582, 76
18680, 71
11280, 64
21253, 87
7037, 62
24739, 116
5740, 49
3126, 43
6530, 52
6540, 63
8955, 52
4924, 53
11619, 76
11656, 78
8439, 58
13668, 65
18115, 101
21765, 63
22070, 75
12379, 73
1445, 38
4356, 46
5701, 54
9348, 58
14766, 64
12093, 49
24245, 65
8141, 41
2614, 37
5106, 38
3278, 38
11643, 66
13802, 68
10592, 67
21160, 69
5033, 40
18786, 78
7418, 54
19498, 78
14579, 60
3114, 35
5296, 41
4010, 36
6931, 41
15405, 52
17449, 59
7761, 41
14637, 50
16749, 56
15898, 65
15043, 69
16083, 65
15840, 60
24166, 83
10079, 60
3305, 46
5716, 49
8042, 58
14795, 56
9047, 43
6789, 41
10551, 44
10865, 54
13430, 58
19893, 96
21293, 98
15037, 61
2614, 35
2748, 35
4510, 38
12944, 52
11501, 48
12409, 48
6668, 40
11284, 46
17427, 57
15199, 56
21789, 61
16367, 65
3292, 45
8045, 60
4344, 45
6065, 49
15638, 68
14489, 73
12414, 76
9760, 64
16590, 54
3923, 38
4878, 39
10580, 45
5800, 38
